dataset,method,seed,C,tol,time_s,n_iter,primal_obj,accuracy,precision,recall,f1,auc
cod_rna,SVC_linear,242,0.1,1,44.73621225357056,5000.0,,0.9596990102222944,0.8113237387316148,0.8659689399054693,0.8377561851882094,0.9833583991820164
cod_rna,DCD_L2_perm,42,1.0,1,24.441607236862183,1058.0,15318.057048942588,0.9615852669154632,0.8610613122983148,0.8110435663627154,0.835304347826087,0.9851050980839832
cod_rna,LinearSVC_L1,42,1.0,1,4.568577289581299,559.0,,0.9622748661366216,0.8478931140801644,0.8358662613981763,0.8418367346938775,0.9851440653098024
cod_rna,LinearSVC_L2,42,1.0,1,15.483952283859253,1098.0,,0.9619097841960084,0.8580028328611898,0.8183046268152652,0.8376836646499568,0.9851418544033728
cod_rna,SVC_linear,42,1.0,1,33.02313566207886,5000.0,,0.9402076910595488,0.728980597474592,0.7993920972644377,0.7625644329896907,0.9731379598138484
cod_rna,DCD_L2_perm,142,1.0,1,23.711777687072754,1045.0,15154.927878083532,0.9596584455622262,0.8650153609831029,0.7779312726644794,0.8191653786707882,0.9845309390406284
cod_rna,LinearSVC_L1,142,1.0,1,4.1348717212677,554.0,,0.9600235275028396,0.8670253651037664,0.7791400448972544,0.8207366984993179,0.9843330334476326
cod_rna,LinearSVC_L2,142,1.0,1,14.162955045700073,1036.0,,0.9607536913840662,0.857037037037037,0.7991711276118114,0.827093199892771,0.9845612147984936
cod_rna,SVC_linear,142,1.0,1,31.716546535491943,5000.0,,0.8505395099789064,0.4372714262998887,0.949749611466068,0.5988349937394524,0.9664040304530233
cod_rna,DCD_L2_perm,242,1.0,1,24.787308931350708,1100.0,15302.705277781924,0.9578533181891936,0.8770588235294118,0.7550641458474004,0.8115021770682148,0.9846125710513594
cod_rna,LinearSVC_L1,242,1.0,1,4.254022121429443,555.0,,0.9604900210936232,0.8619810633648944,0.799122214719784,0.8293622985283812,0.9846853968462989
