method,0.001,0.01,0.1,1.0,10.0,100.0
DCD_L1_perm,0.936,0.9352,0.9311,0.928,0.9274,0.9109
DCD_L1_perm_shrink,0.9362,0.9351,0.931,0.9277,0.9272,0.9149
DCD_L2_perm,0.9039,0.9045,0.9047,0.9043,0.9016,0.8305
DCD_L2_perm_shrink,0.9332,0.9312,0.9276,0.9235,0.9203,0.9032
LinearSVC_L1,0.9361,0.9354,0.9309,0.9273,0.9273,0.9147
LinearSVC_L2,0.9333,0.9313,0.9272,0.9247,0.9226,0.9127
SVC_linear,0.8117,0.7715,0.8473,0.7864,0.737,0.73
