method,0.5,0.6,0.7,0.8,0.9,0.95,0.99
DCD_L1_perm,5.561,4.558,3.694,2.984,2.484,1.121,0.513
DCD_L1_perm_shrink,2.963,2.689,1.858,1.426,0.766,0.547,0.221
DCD_L2_perm,6.769,3.986,2.211,1.606,1.04,0.756,0.332
DCD_L2_perm_shrink,3.206,2.75,2.133,1.822,1.239,0.919,0.438
LinearSVC_L1,3.497,2.537,2.728,1.829,1.234,0.873,0.31
LinearSVC_L2,3.53,2.867,2.795,2.154,1.58,1.259,0.506
SVC_linear,,,,,,,266.274
