method,0.001,0.01,0.1,1.0,10.0,100.0
DCD_L1_perm,0.9659,0.9654,0.9634,0.9609,0.9606,0.9514
DCD_L1_perm_shrink,0.966,0.9654,0.9634,0.9605,0.9602,0.9441
DCD_L2_perm,0.944,0.9439,0.944,0.9439,0.9413,0.9207
DCD_L2_perm_shrink,0.9654,0.9644,0.9627,0.9598,0.9583,0.9495
LinearSVC_L1,0.966,0.9654,0.9634,0.9605,0.9603,0.9501
LinearSVC_L2,0.9654,0.9644,0.9625,0.9601,0.9587,0.9499
SVC_linear,0.9364,0.9159,0.8763,0.8937,0.8259,0.7999
