dataset,0.001,0.01,0.1,1.0,10.0,100.0
a9a,0.8488,0.849,0.8491,0.8489,0.8439,0.8109
cod_rna,0.9588,0.9598,0.9596,0.961,0.9583,0.9429
news20,0.9675,0.9675,0.9675,0.9675,0.9676,0.9673
rcv1,0.9537,0.9484,0.9313,0.9139,0.911,0.91
real-sim,0.9626,0.9543,0.9478,0.9456,0.9452,0.945
skin,0.9084,0.9086,0.9082,0.9111,0.9094,0.9
