dataset,0.001,0.01,0.1,1.0,10.0,100.0
a9a,0.8465,0.8476,0.848,0.848,0.8465,0.784
cod_rna,0.9559,0.961,0.9617,0.9618,0.9617,0.9496
news20,0.969,0.9689,0.9688,0.969,0.9688,0.9687
rcv1,0.9526,0.9485,0.9294,0.911,0.9102,0.9104
real-sim,0.9601,0.9521,0.9459,0.9439,0.9442,0.9442
skin,0.9332,0.9323,0.9324,0.9325,0.9315,0.9328
