method,0.5,0.6,0.7,0.8,0.9,0.95,0.99
DCD_L1_perm,0.9726,0.9748,0.9732,0.949,0.9004,0.8129,0.6062
DCD_L1_perm_shrink,0.9727,0.9748,0.9734,0.9493,0.9006,0.8127,0.6062
DCD_L2_perm,0.982,0.9835,0.9822,0.9654,0.9263,0.8483,0.6253
DCD_L2_perm_shrink,0.982,0.9835,0.9824,0.9656,0.9265,0.8482,0.6251
LinearSVC_L1,0.9727,0.9748,0.9731,0.949,0.9004,0.8132,0.6065
LinearSVC_L2,0.9819,0.9837,0.9824,0.9657,0.9267,0.848,0.6243
SVC_linear,,,,,,,0.5765
