method,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
DCD_L1_perm,0.7848,0.7846,0.7849,0.785,0.7845,0.7846,0.7848,0.7849,0.7848
LinearSVC_L1,0.7843,0.7845,0.785,0.785,0.7846,0.7845,0.7849,0.7848,0.7847
LinearSVC_L2,0.7855,0.7849,0.7848,0.7848,0.7843,0.7844,0.7844,0.7844,0.7843
SVC_linear,0.4645,0.4582,,,,,,,
