method,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
DCD_L1_perm,0.8521,0.8524,0.8527,0.8529,0.8523,0.8526,0.8527,0.8529,0.853
DCD_L1_perm_shrink,0.852,0.8525,0.8527,0.8529,0.8524,0.8526,0.8528,0.8529,0.853
DCD_L2_perm,0.8533,0.8529,0.8527,0.8527,0.8521,0.8522,0.8524,0.8524,0.8525
DCD_L2_perm_shrink,0.8533,0.8529,0.8527,0.8527,0.8521,0.8522,0.8523,0.8524,0.8525
LinearSVC_L1,0.8521,0.8524,0.8528,0.8529,0.8524,0.8525,0.8528,0.8528,0.8529
LinearSVC_L2,0.8533,0.8529,0.8527,0.8527,0.8521,0.8522,0.8523,0.8524,0.8525
SVC_linear,0.6578,0.6201,,,,,,,
