dataset,0.0001,0.001,0.01,0.1,1.0
a9a,141.6,45.0,28.1,3.1,1.5
cod_rna,193.2,47.6,3.1,0.0,0.0
news20,,,,,252.1
rcv1,1768.7,93.1,60.1,7.2,14.8
real-sim,613.6,302.2,229.4,32.5,47.5
skin,161.2,6.1,0.6,0.0,0.0
MEAN,575.7,98.8,64.3,8.6,52.6
