method,0.5,0.6,0.7,0.8,0.9,0.95,0.99
DCD_L1_perm,0.9031,0.9091,0.9049,0.865,0.803,0.716,0.5679
LinearSVC_L1,0.9035,0.9091,0.9044,0.8646,0.8039,0.7158,0.5672
LinearSVC_L2,0.923,0.9268,0.9243,0.8902,0.8301,0.7409,0.5748
SVC_linear,,,,,,,0.5475
