method,0.001,0.01,0.1,1.0,10.0,100.0
DCD_L1_perm,28.985,50.353,67.176,77.213,97.268,105.957
DCD_L2_perm,0.109,0.397,3.306,27.993,73.727,76.106
LinearSVC_L1,15.808,29.571,36.42,36.949,45.088,57.661
LinearSVC_L2,28.861,30.532,36.545,52.161,63.087,64.896
SVC_linear,113.13,129.923,124.235,110.804,88.21,71.7
