dataset,0.001,0.01,0.1,1.0,10.0,100.0
a9a,0.4985,0.2692,0.6996,0.6344,0.6108,0.6678
cod_rna,0.8204,0.9115,0.9567,0.8831,0.6603,0.6879
news20,0.921,0.9212,0.9212,0.9212,0.9212,0.9212
rcv1,0.9526,0.9488,0.9299,0.9092,0.9092,0.9092
real-sim,0.9584,0.9491,0.9444,0.9428,0.9222,0.8706
skin,0.719,0.6294,0.6319,0.4281,0.398,0.3234
